lakeid,year4,sampledate,total_biomass,larger_group
ME,2000,2000-11-28,64.68167338350672,DAPHNIA
ME,2001,2001-01-17,35.000310343658704,DAPHNIA
ME,2001,2001-03-07,10.001949235727889,DAPHNIA
ME,2001,2001-04-10,14.903994580468163,DAPHNIA
ME,2001,2001-04-23,56.3618021769262,DAPHNIA
ME,2001,2001-05-07,210.0007645359433,DAPHNIA
ME,2001,2001-05-21,105.42919463280974,DAPHNIA
ME,2001,2001-06-04,118.06334046004834,DAPHNIA
ME,2001,2001-06-18,93.31806764765918,DAPHNIA
ME,2001,2001-07-02,116.14289498449745,DAPHNIA
ME,2001,2001-07-16,90.07867943387927,DAPHNIA
ME,2001,2001-07-30,18.41888941734921,DAPHNIA
ME,2001,2001-08-13,16.32947318583281,DAPHNIA
ME,2001,2001-08-27,23.1226300736768,DAPHNIA
ME,2001,2001-09-12,8.379134827880224,DAPHNIA
ME,2001,2001-09-26,7.571091557170749,DAPHNIA
ME,2001,2001-10-09,62.4175114775607,DAPHNIA
ME,2001,2001-10-22,155.2193894402086,DAPHNIA
ME,2001,2001-11-06,86.99673658846802,DAPHNIA
ME,2001,2001-11-26,29.90325268455069,DAPHNIA
ME,2002,2002-03-28,38.57739446008636,DAPHNIA
ME,2002,2002-04-08,71.9755655561828,DAPHNIA
ME,2002,2002-04-24,17.735985391520202,DAPHNIA
ME,2002,2002-05-06,95.83931107971374,DAPHNIA
ME,2002,2002-05-20,49.037895819423696,DAPHNIA
ME,2002,2002-06-03,48.69599272662651,DAPHNIA
ME,2002,2002-06-18,49.59622481144473,DAPHNIA
ME,2002,2002-07-01,113.00227424916704,DAPHNIA
ME,2002,2002-07-15,25.01558169022092,DAPHNIA
ME,2002,2002-07-26,18.274381169437863,DAPHNIA
ME,2002,2002-08-12,21.954070006439903,DAPHNIA
ME,2002,2002-08-26,13.472866346026922,DAPHNIA
ME,2002,2002-09-23,21.54379115712178,DAPHNIA
ME,2002,2002-10-21,44.699160994601165,DAPHNIA
ME,2002,2002-11-18,25.593874962020777,DAPHNIA
ME,2003,2003-01-21,5.2813136348024505,DAPHNIA
ME,2003,2003-04-03,18.534686867613132,DAPHNIA
ME,2003,2003-04-14,31.164048620161733,DAPHNIA
ME,2003,2003-04-28,33.90093027617612,DAPHNIA
ME,2003,2003-05-27,35.6364862861168,DAPHNIA
ME,2003,2003-06-09,37.86078109465995,DAPHNIA
ME,2003,2003-06-23,44.58221692516294,DAPHNIA
ME,2003,2003-07-07,24.176318438999186,DAPHNIA
ME,2003,2003-07-21,11.484781424662298,DAPHNIA
ME,2003,2003-08-04,9.243737022749237,DAPHNIA
ME,2003,2003-08-18,2.587372304970016,DAPHNIA
ME,2003,2003-09-02,3.8064429391293304,DAPHNIA
ME,2003,2003-09-29,17.55336495238168,DAPHNIA
ME,2003,2003-10-27,10.24342911817602,DAPHNIA
ME,2003,2003-11-25,7.849115664785472,DAPHNIA
ME,2004,2004-02-03,4.234908274023544,DAPHNIA
ME,2004,2004-03-29,6.463447730177973,DAPHNIA
ME,2004,2004-04-12,9.38119966085958,DAPHNIA
ME,2004,2004-04-28,50.760555118953704,DAPHNIA
ME,2004,2004-05-10,58.855318092516946,DAPHNIA
ME,2004,2004-05-24,40.758391517948354,DAPHNIA
ME,2004,2004-06-07,49.94826910620032,DAPHNIA
ME,2004,2004-06-21,14.137296585289008,DAPHNIA
ME,2004,2004-07-06,44.92977320015345,DAPHNIA
ME,2004,2004-07-19,25.296204909722903,DAPHNIA
ME,2004,2004-08-03,8.907730703172628,DAPHNIA
ME,2004,2004-08-16,6.688946605005234,DAPHNIA
ME,2004,2004-09-07,5.313755431239007,DAPHNIA
ME,2004,2004-10-05,25.70485096748084,DAPHNIA
ME,2004,2004-11-03,44.194241772771406,DAPHNIA
ME,2005,2005-01-31,1.7361985820147323,DAPHNIA
ME,2005,2005-04-15,59.89942375441178,DAPHNIA
ME,2005,2005-04-25,67.38394651746724,DAPHNIA
ME,2005,2005-05-09,314.41608528136214,DAPHNIA
ME,2005,2005-05-23,328.119514378694,DAPHNIA
ME,2005,2005-06-06,343.72348978390545,DAPHNIA
ME,2005,2005-06-20,141.87534271412045,DAPHNIA
ME,2005,2005-07-05,169.2246102852333,DAPHNIA
ME,2005,2005-07-18,98.1459379466794,DAPHNIA
ME,2005,2005-08-01,49.466192870887696,DAPHNIA
ME,2005,2005-08-15,19.614046585046705,DAPHNIA
ME,2005,2005-08-29,24.648654830848336,DAPHNIA
ME,2005,2005-09-26,35.14630853655679,DAPHNIA
ME,2005,2005-11-02,132.63415878125093,DAPHNIA
ME,2005,2005-11-30,189.747320297095,DAPHNIA
ME,2006,2006-03-06,8.464185936492195,DAPHNIA
ME,2006,2006-05-02,90.63386169861715,DAPHNIA
ME,2006,2006-11-27,111.57191241603849,DAPHNIA
ME,2007,2007-01-03,54.235874205728145,DAPHNIA
ME,2007,2007-02-19,30.56543541340482,DAPHNIA
ME,2007,2007-04-02,32.783164953743295,DAPHNIA
ME,2007,2007-04-16,28.786260672749336,DAPHNIA
ME,2007,2007-04-30,343.27204200111277,DAPHNIA
ME,2007,2007-05-14,222.1781215489797,DAPHNIA
ME,2007,2007-06-11,380.46845908205086,DAPHNIA
ME,2007,2007-06-25,88.40360403197475,DAPHNIA
ME,2007,2007-07-09,122.2806120301703,DAPHNIA
ME,2007,2007-07-23,21.567032449640752,DAPHNIA
ME,2007,2007-08-06,10.494939950609382,DAPHNIA
ME,2007,2007-08-20,16.45148328416527,DAPHNIA
ME,2007,2007-09-04,8.523807009171339,DAPHNIA
ME,2007,2007-10-01,6.765206610544642,DAPHNIA
ME,2007,2007-10-29,10.11268143811558,DAPHNIA
ME,2007,2007-11-26,15.7276713276176,DAPHNIA
ME,2008,2008-02-13,5.971925215652319,DAPHNIA
ME,2008,2008-04-14,7.269120805080345,DAPHNIA
ME,2008,2008-04-28,17.902770770797968,DAPHNIA
ME,2008,2008-05-12,75.68652238304598,DAPHNIA
ME,2008,2008-05-28,140.15489130183738,DAPHNIA
ME,2008,2008-06-09,152.0903819464831,DAPHNIA
ME,2008,2008-06-23,21.921548029950568,DAPHNIA
ME,2008,2008-07-07,102.47070605809694,DAPHNIA
ME,2008,2008-07-21,56.5666918295814,DAPHNIA
ME,2008,2008-08-04,8.077553470700966,DAPHNIA
ME,2008,2008-08-18,17.951868282152866,DAPHNIA
ME,2008,2008-09-05,18.534377909371052,DAPHNIA
ME,2008,2008-09-27,20.722817946719797,DAPHNIA
ME,2008,2008-10-29,65.02242887396966,DAPHNIA
ME,2009,2009-01-21,11.53134212041938,DAPHNIA
ME,2009,2009-04-15,34.23494363421764,DAPHNIA
ME,2009,2009-04-27,79.84410613325575,DAPHNIA
ME,2009,2009-05-11,319.6717628563242,DAPHNIA
ME,2009,2009-05-28,78.96468639011961,DAPHNIA
ME,2009,2009-06-09,87.76711472550285,DAPHNIA
ME,2009,2009-06-23,54.8317582481918,DAPHNIA
ME,2009,2009-07-06,46.579054001588375,DAPHNIA
ME,2009,2009-07-20,44.50088686339532,DAPHNIA
ME,2009,2009-08-05,6.155732587068791,DAPHNIA
ME,2009,2009-08-19,1.1555008430708078,DAPHNIA
ME,2009,2009-09-02,2.5061073306086503,DAPHNIA
ME,2009,2009-09-30,69.35376406853783,DAPHNIA
ME,2009,2009-10-28,0.6087704115877435,DAPHNIA
ME,2009,2009-12-03,35.77497148213614,DAPHNIA
ME,2010,2010-02-01,6.103429703029474,DAPHNIA
ME,2010,2010-03-29,0.6413417762978851,DAPHNIA
ME,2010,2010-04-05,0.10792605440147714,DAPHNIA
ME,2010,2010-04-26,6.185529200785134,DAPHNIA
ME,2010,2010-05-10,54.350672075742665,DAPHNIA
ME,2010,2010-05-24,31.33372618042068,DAPHNIA
ME,2010,2010-06-07,38.06738553979684,DAPHNIA
ME,2010,2010-06-21,103.63663792427944,DAPHNIA
ME,2010,2010-07-05,2.6425451443901737,DAPHNIA
ME,2010,2010-07-19,4.680850135032316,DAPHNIA
ME,2010,2010-08-03,0.8684796345563316,DAPHNIA
ME,2010,2010-08-16,0.8153880880198007,DAPHNIA
ME,2010,2010-08-30,3.976893209513656,DAPHNIA
ME,2010,2010-10-05,23.446693619310473,DAPHNIA
ME,2010,2010-11-09,0.9292771927398804,DAPHNIA
ME,2011,2011-01-19,16.582017316356758,DAPHNIA
ME,2011,2011-04-18,6.02121831098623,DAPHNIA
ME,2011,2011-05-02,26.338009650775582,DAPHNIA
ME,2011,2011-05-17,112.49167711574788,DAPHNIA
ME,2011,2011-05-31,454.03395574112966,DAPHNIA
ME,2011,2011-06-13,357.48113965691266,DAPHNIA
ME,2011,2011-06-27,53.906806240599494,DAPHNIA
ME,2011,2011-07-15,77.07519539040783,DAPHNIA
ME,2011,2011-07-25,109.57999340370525,DAPHNIA
ME,2011,2011-08-04,79.8417411681193,DAPHNIA
ME,2011,2011-08-22,60.8606537001842,DAPHNIA
ME,2011,2011-09-12,105.0583555616194,DAPHNIA
ME,2011,2011-10-03,107.17642445162492,DAPHNIA
ME,2011,2011-10-31,51.119984362325795,DAPHNIA
ME,2012,2012-02-22,5.697707060812934,DAPHNIA
ME,2012,2012-03-21,15.577785485873912,DAPHNIA
ME,2012,2012-04-03,37.414445769601755,DAPHNIA
ME,2012,2012-04-17,481.250617705425,DAPHNIA
ME,2012,2012-05-01,487.25440125363974,DAPHNIA
ME,2012,2012-05-14,167.69647825281143,DAPHNIA
ME,2012,2012-05-29,319.53009042167895,DAPHNIA
ME,2012,2012-06-11,209.80943918416665,DAPHNIA
ME,2012,2012-06-25,138.43949693258568,DAPHNIA
ME,2012,2012-07-10,97.68259968961308,DAPHNIA
ME,2012,2012-07-23,82.57267836278317,DAPHNIA
ME,2012,2012-08-06,29.27610246105292,DAPHNIA
ME,2012,2012-08-20,59.61894866298611,DAPHNIA
ME,2012,2012-09-04,27.53043708451095,DAPHNIA
ME,2012,2012-10-01,15.3949155390336,DAPHNIA
ME,2012,2012-10-29,11.1679360634886,DAPHNIA
ME,2012,2012-11-29,35.1485575054162,DAPHNIA
ME,2013,2013-02-12,13.971146481333996,DAPHNIA
ME,2013,2013-04-29,37.00378232924757,DAPHNIA
ME,2013,2013-05-14,128.39675511891423,DAPHNIA
ME,2013,2013-05-28,658.5848360997795,DAPHNIA
ME,2013,2013-06-10,221.39714842986905,DAPHNIA
ME,2013,2013-06-24,426.8254304932943,DAPHNIA
ME,2013,2013-07-08,23.823118502089077,DAPHNIA
ME,2013,2013-07-22,20.681352974122756,DAPHNIA
ME,2013,2013-08-05,55.91429191080899,DAPHNIA
ME,2013,2013-08-21,12.87838444486583,DAPHNIA
ME,2013,2013-09-04,6.3621883173915075,DAPHNIA
ME,2013,2013-09-30,3.0811784869956615,DAPHNIA
ME,2013,2013-10-29,3.5411340189952334,DAPHNIA
ME,2013,2013-12-02,19.141234698063386,DAPHNIA
ME,2014,2014-02-03,20.481601658326348,DAPHNIA
ME,2014,2014-04-29,2.121058705994283,DAPHNIA
ME,2014,2014-05-14,4.372619170551472,DAPHNIA
ME,2014,2014-05-28,184.7345269008191,DAPHNIA
ME,2014,2014-06-09,239.5441508134644,DAPHNIA
ME,2014,2014-06-23,75.42206470240237,DAPHNIA
ME,2014,2014-07-07,57.75003399971714,DAPHNIA
ME,2014,2014-07-21,16.126384796817476,DAPHNIA
ME,2014,2014-08-04,5.244792413473251,DAPHNIA
ME,2014,2014-08-20,1.890116592728092,DAPHNIA
ME,2015,2015-02-11,0.8264162795229043,DAPHNIA
ME,2015,2015-04-10,0.8087545199391069,DAPHNIA
ME,2015,2015-05-01,2.8757127383343053,DAPHNIA
ME,2015,2015-05-13,13.35232088296118,DAPHNIA
ME,2015,2015-05-27,473.8674883051593,DAPHNIA
ME,2015,2015-06-08,627.5316088197131,DAPHNIA
ME,2015,2015-06-23,222.27383027574209,DAPHNIA
ME,2015,2015-07-08,11.330833811412344,DAPHNIA
ME,2015,2015-07-20,25.03586826739913,DAPHNIA
ME,2015,2015-08-03,13.756277604042364,DAPHNIA
ME,2015,2015-08-18,3.3645352633810797,DAPHNIA
ME,2015,2015-10-07,4.891574192695403,DAPHNIA
ME,2015,2015-11-02,1.49921803375199,DAPHNIA
ME,2016,2016-01-27,2.8549114810643617,DAPHNIA
ME,2016,2016-03-28,1.902763619400078,DAPHNIA
ME,2016,2016-04-12,6.602670248262876,DAPHNIA
ME,2016,2016-04-25,20.58915746258652,DAPHNIA
ME,2016,2016-05-11,595.4574973156922,DAPHNIA
ME,2016,2016-05-23,374.3025894295473,DAPHNIA
ME,2016,2016-06-07,447.0757653635574,DAPHNIA
ME,2016,2016-06-20,421.385856851204,DAPHNIA
ME,2016,2016-07-05,58.284007775341614,DAPHNIA
ME,2016,2016-07-18,31.989905717295137,DAPHNIA
ME,2016,2016-08-01,3.410958600492104,DAPHNIA
ME,2016,2016-08-15,3.708270414517196,DAPHNIA
ME,2016,2016-08-30,50.505845373570615,DAPHNIA
ME,2016,2016-10-04,1.5501610981290963,DAPHNIA
ME,2016,2016-11-09,0.4612559800837228,DAPHNIA
ME,2017,2017-02-06,1.8895319699656048,DAPHNIA
ME,2017,2017-04-17,6.13314984154175,DAPHNIA
ME,2017,2017-05-03,15.00345307210593,DAPHNIA
ME,2017,2017-05-15,6.845473073148318,DAPHNIA
ME,2017,2017-05-30,187.97134585859993,DAPHNIA
ME,2017,2017-06-12,320.248454289762,DAPHNIA
ME,2017,2017-06-26,82.5012636770865,DAPHNIA
ME,2017,2017-07-10,4.185046860103123,DAPHNIA
ME,2017,2017-07-24,2.1923211227793273,DAPHNIA
ME,2017,2017-08-07,6.601230392071656,DAPHNIA
ME,2017,2017-08-23,0.4837632071807113,DAPHNIA
ME,2017,2017-09-06,0.38524000805404635,DAPHNIA
ME,2017,2017-10-04,0.7581878077007784,DAPHNIA
ME,2017,2017-11-02,0.20563883738694533,DAPHNIA
ME,2017,2017-12-19,75.02600358672623,DAPHNIA
ME,2018,2018-01-23,10.600674081972723,DAPHNIA
ME,2018,2018-04-20,3.329647463095612,DAPHNIA
ME,2018,2018-05-07,1.4815405385816152,DAPHNIA
ME,2018,2018-05-14,2.5982678787991222,DAPHNIA
ME,2018,2018-05-29,31.65504473228571,DAPHNIA
ME,2018,2018-06-11,32.3347797032001,DAPHNIA
ME,2018,2018-06-25,26.2091050539248,DAPHNIA
ME,2018,2018-07-09,3.243813214360686,DAPHNIA
ME,2018,2018-07-23,4.964608875321682,DAPHNIA
ME,2018,2018-08-06,0.9717749053096548,DAPHNIA
ME,2018,2018-08-22,0.31950638615144705,DAPHNIA
ME,2018,2018-09-04,8.103003048800826,DAPHNIA
ME,2018,2018-09-19,25.52593444443224,DAPHNIA
ME,2018,2018-10-02,1.2093517006338683,DAPHNIA
ME,2018,2018-10-18,2.502904653012033,DAPHNIA
ME,2018,2018-10-29,4.187484157641618,DAPHNIA
ME,2018,2018-11-14,3.1236212426200107,DAPHNIA
